locus_tag	ftype	length_bp	gene	EC_number	COG	product
OGCOPLJJ_00086	tRNA	85				tRNA-Leu(gag)
OGCOPLJJ_00087	tRNA	77				tRNA-Met(cat)
OGCOPLJJ_00088	tRNA	77				tRNA-Met(cat)
OGCOPLJJ_00089	CDS	525	rimP_1		COG0779	Ribosome maturation factor RimP
OGCOPLJJ_00090	CDS	525	rimP_2		COG0779	Ribosome maturation factor RimP
OGCOPLJJ_00091	tRNA	77				tRNA-Met(cat)
OGCOPLJJ_00092	tRNA	77				tRNA-Met(cat)
OGCOPLJJ_00093	tRNA	85				tRNA-Leu(gag)
OGCOPLJJ_00094	CDS	330	secG_2		COG1314	Protein-export membrane protein SecG
OGCOPLJJ_00095	CDS	795	tpiA_2	5.3.1.1		Triosephosphate isomerase
OGCOPLJJ_00096	CDS	1713				hypothetical protein
OGCOPLJJ_00097	CDS	1227	epsF_2		COG1459	Type II secretion system protein F
OGCOPLJJ_00098	CDS	861	outO_2			Type 4 prepilin-like proteins leader peptide-processing enzyme
OGCOPLJJ_00099	CDS	597	coaE_2	2.7.1.24	COG0237	Dephospho-CoA kinase
OGCOPLJJ_00100	CDS	915				hypothetical protein
OGCOPLJJ_00101	CDS	750	rlmB_2	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
OGCOPLJJ_00102	CDS	327	ppnP_2	2.4.2.2	COG3123	Pyrimidine/purine nucleoside phosphorylase
OGCOPLJJ_00103	CDS	1311				hypothetical protein
OGCOPLJJ_00104	CDS	1668	recN_2		COG0497	DNA repair protein RecN
OGCOPLJJ_00105	CDS	555				hypothetical protein
OGCOPLJJ_00106	CDS	441	yqgF_2	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
OGCOPLJJ_00107	CDS	1002	aaeA_2		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
OGCOPLJJ_00108	CDS	207				hypothetical protein
OGCOPLJJ_00109	CDS	2100	aaeB_2		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
OGCOPLJJ_00110	CDS	774				hypothetical protein
OGCOPLJJ_00111	CDS	612				hypothetical protein
OGCOPLJJ_00112	CDS	855	ada_2		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
OGCOPLJJ_00113	CDS	588	pgsA_2	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
OGCOPLJJ_00114	CDS	795				hypothetical protein
OGCOPLJJ_00115	CDS	1809	uvrC_2		COG0322	UvrABC system protein C
OGCOPLJJ_00116	CDS	531				hypothetical protein
OGCOPLJJ_00117	CDS	915				hypothetical protein
OGCOPLJJ_00118	CDS	966				hypothetical protein
OGCOPLJJ_00119	CDS	213	cspG_1		COG1278	Cold shock-like protein CspG
OGCOPLJJ_00120	CDS	246	tusA_1			Sulfur carrier protein TusA
OGCOPLJJ_00121	CDS	867	rpoH_1		COG0568	RNA polymerase sigma factor RpoH
OGCOPLJJ_00122	CDS	366				hypothetical protein
OGCOPLJJ_00123	CDS	198				hypothetical protein
OGCOPLJJ_00124	CDS	786	thiG_1	2.8.1.10	COG2022	Thiazole synthase
OGCOPLJJ_00125	CDS	624				hypothetical protein
OGCOPLJJ_00126	CDS	774	yaaA_1		COG3022	Peroxide stress resistance protein YaaA
OGCOPLJJ_00127	CDS	633				hypothetical protein
OGCOPLJJ_00128	CDS	957	rbn_1	3.1.-.-	COG1234	Ribonuclease BN
OGCOPLJJ_00129	CDS	1461	pepD_1	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
OGCOPLJJ_00130	CDS	384				hypothetical protein
OGCOPLJJ_00131	CDS	2247	aroA_1	2.5.1.19		3-phosphoshikimate 1-carboxyvinyltransferase
OGCOPLJJ_00132	CDS	1110	pheA_1			Bifunctional chorismate mutase/prephenate dehydratase
OGCOPLJJ_00133	CDS	945	besA_1	3.1.-.-	COG2819	Ferri-bacillibactin esterase BesA
OGCOPLJJ_00134	CDS	1146	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
OGCOPLJJ_00135	CDS	1359	dctA_1		COG1301	Aerobic C4-dicarboxylate transport protein
OGCOPLJJ_00136	CDS	1014	trpD_1	2.4.2.18		Anthranilate phosphoribosyltransferase
OGCOPLJJ_00137	CDS	273				hypothetical protein
OGCOPLJJ_00138	CDS	909	nadK_1	2.7.1.23	COG0061	NAD kinase
OGCOPLJJ_00139	CDS	2397	mrcB_1		COG0744	Penicillin-binding protein 1B
OGCOPLJJ_00140	CDS	552				hypothetical protein
OGCOPLJJ_00141	CDS	648	thiE_1	2.5.1.3		Thiamine-phosphate synthase
OGCOPLJJ_00142	CDS	648	thiE_2	2.5.1.3		Thiamine-phosphate synthase
OGCOPLJJ_00143	CDS	552				hypothetical protein
OGCOPLJJ_00144	CDS	2397	mrcB_2		COG0744	Penicillin-binding protein 1B
OGCOPLJJ_00145	CDS	909	nadK_2	2.7.1.23	COG0061	NAD kinase
OGCOPLJJ_00146	CDS	273				hypothetical protein
OGCOPLJJ_00147	CDS	1014	trpD_2	2.4.2.18		Anthranilate phosphoribosyltransferase
OGCOPLJJ_00148	CDS	1359	dctA_2		COG1301	Aerobic C4-dicarboxylate transport protein
OGCOPLJJ_00149	CDS	1146	mmgC_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
OGCOPLJJ_00150	CDS	945	besA_2	3.1.-.-	COG2819	Ferri-bacillibactin esterase BesA
OGCOPLJJ_00151	CDS	1110	pheA_2			Bifunctional chorismate mutase/prephenate dehydratase
OGCOPLJJ_00152	CDS	2247	aroA_2	2.5.1.19		3-phosphoshikimate 1-carboxyvinyltransferase
OGCOPLJJ_00153	CDS	384				hypothetical protein
OGCOPLJJ_00154	CDS	1461	pepD_2	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
OGCOPLJJ_00155	CDS	957	rbn_2	3.1.-.-	COG1234	Ribonuclease BN
OGCOPLJJ_00156	CDS	633				hypothetical protein
OGCOPLJJ_00157	CDS	774	yaaA_2		COG3022	Peroxide stress resistance protein YaaA
OGCOPLJJ_00158	CDS	624				hypothetical protein
OGCOPLJJ_00159	CDS	786	thiG_2	2.8.1.10	COG2022	Thiazole synthase
OGCOPLJJ_00160	CDS	198				hypothetical protein
OGCOPLJJ_00161	CDS	366				hypothetical protein
OGCOPLJJ_00162	CDS	867	rpoH_2		COG0568	RNA polymerase sigma factor RpoH
OGCOPLJJ_00163	CDS	246	tusA_2			Sulfur carrier protein TusA
OGCOPLJJ_00164	CDS	213	cspG_2		COG1278	Cold shock-like protein CspG
OGCOPLJJ_00165	CDS	1842	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
OGCOPLJJ_00166	CDS	2229	priA_1	3.6.4.-	COG1198	Primosomal protein N'
OGCOPLJJ_00167	CDS	1206	epsF_3		COG1459	Type II secretion system protein F
OGCOPLJJ_00168	CDS	582				hypothetical protein
OGCOPLJJ_00169	CDS	345				hypothetical protein
OGCOPLJJ_00170	CDS	339	csaA		COG0073	putative chaperone CsaA
OGCOPLJJ_00171	CDS	1560	lnt	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
OGCOPLJJ_00172	CDS	840	corC		COG4535	Magnesium and cobalt efflux protein CorC
OGCOPLJJ_00173	CDS	258	tusA_3		COG0425	Sulfur carrier protein TusA
OGCOPLJJ_00174	CDS	381				hypothetical protein
OGCOPLJJ_00175	CDS	1713		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
OGCOPLJJ_00176	CDS	612				hypothetical protein
OGCOPLJJ_00177	CDS	867	murI	5.1.1.3		Glutamate racemase
OGCOPLJJ_00178	CDS	1005				hypothetical protein
OGCOPLJJ_00179	CDS	1017	hemH	4.99.1.1	COG0276	Ferrochelatase
OGCOPLJJ_00180	CDS	645	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
OGCOPLJJ_00181	CDS	195	yacG			DNA gyrase inhibitor YacG
OGCOPLJJ_00182	CDS	633	trmB_1	2.1.1.33		tRNA (guanine-N(7)-)-methyltransferase
OGCOPLJJ_00183	CDS	1206	baiN	1.3.1.114	COG2081	3-dehydro-bile acid delta(4,6)-reductase
OGCOPLJJ_00184	CDS	411				hypothetical protein
OGCOPLJJ_00185	CDS	381	crcB		COG0239	Putative fluoride ion transporter CrcB
OGCOPLJJ_00186	CDS	333				hypothetical protein
OGCOPLJJ_00187	CDS	255	rpmE2		COG0254	50S ribosomal protein L31 type B
OGCOPLJJ_00188	CDS	1299	ubiB_1	2.7.-.-		protein kinase UbiB
OGCOPLJJ_00189	CDS	1248	sfnC_1	1.14.14.-		putative FMNH2-dependent monooxygenase SfnC
OGCOPLJJ_00190	CDS	1251	sfnC_2	1.14.14.-		putative FMNH2-dependent monooxygenase SfnC
OGCOPLJJ_00191	CDS	1347	norM_1		COG0534	Multidrug resistance protein NorM
OGCOPLJJ_00192	CDS	459				hypothetical protein
OGCOPLJJ_00193	CDS	1155	hemW		COG0635	Heme chaperone HemW
OGCOPLJJ_00194	CDS	756	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
OGCOPLJJ_00195	CDS	897	pgrR_1			HTH-type transcriptional regulator PgrR
OGCOPLJJ_00196	tRNA	76				tRNA-Lys(ttt)
OGCOPLJJ_00197	tRNA	76				tRNA-Lys(ttt)
OGCOPLJJ_00198	CDS	1842		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD17
OGCOPLJJ_00199	CDS	3333	rne	3.1.26.12		Ribonuclease E
OGCOPLJJ_00200	CDS	933	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
OGCOPLJJ_00201	CDS	675		3.1.3.5	COG0546	5'-nucleotidase
OGCOPLJJ_00202	CDS	696				hypothetical protein
OGCOPLJJ_00203	CDS	606				hypothetical protein
OGCOPLJJ_00204	CDS	678				hypothetical protein
OGCOPLJJ_00205	CDS	144				hypothetical protein
OGCOPLJJ_00206	CDS	837				hypothetical protein
OGCOPLJJ_00207	CDS	519				hypothetical protein
OGCOPLJJ_00208	CDS	1431				hypothetical protein
OGCOPLJJ_00209	CDS	1116				hypothetical protein
OGCOPLJJ_00210	CDS	222				hypothetical protein
OGCOPLJJ_00211	CDS	381				hypothetical protein
OGCOPLJJ_00212	CDS	462				hypothetical protein
OGCOPLJJ_00213	CDS	360				hypothetical protein
OGCOPLJJ_00214	CDS	2202	recA_1			Protein RecA
OGCOPLJJ_00215	CDS	1038	xni	3.1.-.-		Flap endonuclease Xni
OGCOPLJJ_00216	CDS	861				hypothetical protein
OGCOPLJJ_00217	CDS	1089				hypothetical protein
OGCOPLJJ_00218	CDS	3456	dnaE_1	2.7.7.7	COG0587	DNA polymerase III subunit alpha
OGCOPLJJ_00219	CDS	681				hypothetical protein
OGCOPLJJ_00220	CDS	666				hypothetical protein
OGCOPLJJ_00221	CDS	1245				hypothetical protein
OGCOPLJJ_00222	CDS	1923				hypothetical protein
OGCOPLJJ_00223	CDS	195				hypothetical protein
OGCOPLJJ_00224	CDS	420				hypothetical protein
OGCOPLJJ_00225	CDS	585	xerD_1		COG4974	Tyrosine recombinase XerD
OGCOPLJJ_00226	CDS	417				hypothetical protein
OGCOPLJJ_00227	CDS	678				hypothetical protein
OGCOPLJJ_00228	CDS	429				hypothetical protein
OGCOPLJJ_00229	CDS	621				hypothetical protein
OGCOPLJJ_00230	CDS	573	gmk_1	2.7.4.8	COG0194	Guanylate kinase
OGCOPLJJ_00231	CDS	462				hypothetical protein
OGCOPLJJ_00232	CDS	1416				hypothetical protein
OGCOPLJJ_00233	CDS	510				hypothetical protein
OGCOPLJJ_00234	CDS	609				hypothetical protein
OGCOPLJJ_00235	CDS	492				hypothetical protein
OGCOPLJJ_00236	CDS	555				hypothetical protein
OGCOPLJJ_00237	CDS	1095	dnaG_1	2.7.7.-		DNA primase
OGCOPLJJ_00238	CDS	1404				hypothetical protein
OGCOPLJJ_00239	CDS	432				hypothetical protein
OGCOPLJJ_00240	CDS	732				hypothetical protein
OGCOPLJJ_00241	CDS	1122				hypothetical protein
OGCOPLJJ_00242	CDS	114				hypothetical protein
OGCOPLJJ_00243	CDS	639				hypothetical protein
OGCOPLJJ_00244	CDS	393				hypothetical protein
OGCOPLJJ_00245	CDS	204				hypothetical protein
OGCOPLJJ_00246	CDS	732				hypothetical protein
OGCOPLJJ_00247	CDS	372				hypothetical protein
OGCOPLJJ_00248	CDS	4014	slyX_1			Protein SlyX
OGCOPLJJ_00249	CDS	132				hypothetical protein
OGCOPLJJ_00250	CDS	609				hypothetical protein
OGCOPLJJ_00251	CDS	309				hypothetical protein
OGCOPLJJ_00252	CDS	1005	RBKS_1	2.7.1.15		Ribokinase
OGCOPLJJ_00253	CDS	2097	cntO_1		COG1629	Metal-pseudopaline receptor CntO
OGCOPLJJ_00254	CDS	90				hypothetical protein
OGCOPLJJ_00255	CDS	2940				hypothetical protein
OGCOPLJJ_00256	CDS	1152		3.1.1.32	COG2829	Putative phospholipase A1
OGCOPLJJ_00257	CDS	1338	ktrB_1		COG0168	Ktr system potassium uptake protein B
OGCOPLJJ_00258	CDS	651	ktrA_1		COG0569	Ktr system potassium uptake protein A
OGCOPLJJ_00259	CDS	1542	ilvA_1	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
OGCOPLJJ_00260	CDS	672	rpiA_1	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
OGCOPLJJ_00261	CDS	681				hypothetical protein
OGCOPLJJ_00262	CDS	1521				hypothetical protein
OGCOPLJJ_00263	CDS	1050	argC_1	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
OGCOPLJJ_00264	CDS	753				hypothetical protein
OGCOPLJJ_00265	CDS	414	clpS_1			ATP-dependent Clp protease adapter protein ClpS
OGCOPLJJ_00266	CDS	2277	clpA_1		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
OGCOPLJJ_00267	CDS	363				hypothetical protein
OGCOPLJJ_00268	CDS	363				hypothetical protein
OGCOPLJJ_00269	CDS	2277	clpA_2		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
OGCOPLJJ_00270	CDS	414	clpS_2			ATP-dependent Clp protease adapter protein ClpS
OGCOPLJJ_00271	CDS	753				hypothetical protein
OGCOPLJJ_00272	CDS	1050	argC_2	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
OGCOPLJJ_00273	CDS	1521				hypothetical protein
OGCOPLJJ_00274	CDS	681				hypothetical protein
OGCOPLJJ_00275	CDS	672	rpiA_2	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
OGCOPLJJ_00276	CDS	1542	ilvA_2	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
OGCOPLJJ_00277	CDS	651	ktrA_2		COG0569	Ktr system potassium uptake protein A
OGCOPLJJ_00278	CDS	1338	ktrB_2		COG0168	Ktr system potassium uptake protein B
OGCOPLJJ_00279	CDS	1152		3.1.1.32	COG2829	Putative phospholipase A1
OGCOPLJJ_00280	CDS	2940				hypothetical protein
OGCOPLJJ_00281	CDS	90				hypothetical protein
OGCOPLJJ_00282	CDS	2097	cntO_2		COG1629	Metal-pseudopaline receptor CntO
OGCOPLJJ_00283	CDS	1005	RBKS_2	2.7.1.15		Ribokinase
OGCOPLJJ_00284	CDS	309				hypothetical protein
OGCOPLJJ_00285	CDS	609				hypothetical protein
OGCOPLJJ_00286	CDS	144				hypothetical protein
OGCOPLJJ_00287	CDS	1485	nusA_1		COG0195	Transcription termination/antitermination protein NusA
OGCOPLJJ_00288	CDS	2700	infB_1		COG0532	Translation initiation factor IF-2
OGCOPLJJ_00289	CDS	402	rbfA		COG0858	30S ribosome-binding factor
OGCOPLJJ_00290	CDS	405				hypothetical protein
OGCOPLJJ_00291	CDS	276	mrpF		COG2212	Na(+)/H(+) antiporter subunit F
OGCOPLJJ_00292	CDS	528	mnhE1		COG1863	Na(+)/H(+) antiporter subunit E1
OGCOPLJJ_00293	CDS	1812	mrpD		COG0651	Na(+)/H(+) antiporter subunit D
OGCOPLJJ_00294	CDS	369	mnhC1		COG1006	Na(+)/H(+) antiporter subunit C1
OGCOPLJJ_00295	CDS	2838	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
OGCOPLJJ_00296	CDS	1383				hypothetical protein
OGCOPLJJ_00297	CDS	1503	rep_1	3.6.4.12		ATP-dependent DNA helicase Rep
OGCOPLJJ_00298	CDS	774	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
OGCOPLJJ_00299	CDS	1314			COG0654	putative protein
OGCOPLJJ_00300	CDS	1620	ubiB_2	2.7.-.-	COG0661	putative protein kinase UbiB
OGCOPLJJ_00301	CDS	669	ubiJ			Ubiquinone biosynthesis accessory factor UbiJ
OGCOPLJJ_00302	CDS	948	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
OGCOPLJJ_00303	CDS	708				hypothetical protein
OGCOPLJJ_00304	CDS	1419	pap	2.7.4.-	COG2326	Polyphosphate:AMP phosphotransferase
OGCOPLJJ_00305	CDS	507				hypothetical protein
OGCOPLJJ_00306	CDS	3636	recC	3.1.11.5	COG1330	RecBCD enzyme subunit RecC
OGCOPLJJ_00307	CDS	3699	recB_1	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
OGCOPLJJ_00308	CDS	1764	recD	3.1.11.5		RecBCD enzyme subunit RecD
OGCOPLJJ_00309	CDS	1299	amiE	3.5.1.28		N-acetylmuramyl-L-alanine amidase
OGCOPLJJ_00310	CDS	270	rpsO		COG0184	30S ribosomal protein S15
OGCOPLJJ_00311	CDS	2094	pnp_1	2.7.7.8		Polyribonucleotide nucleotidyltransferase
OGCOPLJJ_00312	CDS	1212				hypothetical protein
OGCOPLJJ_00313	CDS	330	cbpM			Chaperone modulatory protein CbpM
OGCOPLJJ_00314	CDS	957	cbpA		COG2214	Curved DNA-binding protein
OGCOPLJJ_00315	CDS	357				hypothetical protein
OGCOPLJJ_00316	CDS	1854	edd_1	4.2.1.12	COG0129	Phosphogluconate dehydratase
OGCOPLJJ_00317	CDS	621	eda			KHG/KDPG aldolase
OGCOPLJJ_00318	CDS	1359	gntT		COG2610	High-affinity gluconate transporter
OGCOPLJJ_00319	CDS	513	gntK	2.7.1.12	COG3265	Thermoresistant gluconokinase
OGCOPLJJ_00320	CDS	1629	gapN	1.2.1.9	COG1012	NADP-dependent glyceraldehyde-3-phosphate dehydrogenase
OGCOPLJJ_00321	CDS	1266	proA	1.2.1.41		Gamma-glutamyl phosphate reductase
OGCOPLJJ_00322	CDS	1314	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
OGCOPLJJ_00323	CDS	843				hypothetical protein
OGCOPLJJ_00324	CDS	1020	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
OGCOPLJJ_00325	CDS	2184	prc	3.4.21.102	COG0793	Tail-specific protease
OGCOPLJJ_00326	CDS	1287	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
OGCOPLJJ_00327	CDS	552				hypothetical protein
OGCOPLJJ_00328	CDS	201	iscX		COG2975	Protein IscX
OGCOPLJJ_00329	CDS	432	ndk_1	2.7.4.6		Nucleoside diphosphate kinase
OGCOPLJJ_00330	CDS	1233	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
OGCOPLJJ_00331	CDS	777	lapB			Lipopolysaccharide assembly protein B
OGCOPLJJ_00332	CDS	792	rodZ			Cytoskeleton protein RodZ
OGCOPLJJ_00333	CDS	1116	ispG_1	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
OGCOPLJJ_00334	CDS	1293	hisS	6.1.1.21		Histidine--tRNA ligase
OGCOPLJJ_00335	CDS	699				hypothetical protein
OGCOPLJJ_00336	CDS	1146	bamB		COG1520	Outer membrane protein assembly factor BamB
OGCOPLJJ_00337	CDS	1410	der		COG1160	GTPase Der
OGCOPLJJ_00338	CDS	657				hypothetical protein
OGCOPLJJ_00339	CDS	459	secB		COG1952	Protein-export protein SecB
OGCOPLJJ_00340	CDS	258	grxC		COG0695	Glutaredoxin 3
OGCOPLJJ_00341	CDS	417	yibN		COG0607	putative protein YibN
OGCOPLJJ_00342	CDS	1059	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
OGCOPLJJ_00343	CDS	567	orn_1	3.1.-.-	COG1949	Oligoribonuclease
OGCOPLJJ_00344	CDS	732				hypothetical protein
OGCOPLJJ_00345	CDS	867	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
OGCOPLJJ_00346	CDS	1407	tdeA		COG1538	Toxin and drug export protein A
OGCOPLJJ_00347	CDS	1995	macB_1	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
OGCOPLJJ_00348	CDS	1107	macA		COG0845	Macrolide export protein MacA
OGCOPLJJ_00349	CDS	990	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
OGCOPLJJ_00350	CDS	510	lptE			LPS-assembly lipoprotein LptE
OGCOPLJJ_00351	CDS	2625	leuS_1	6.1.1.4		Leucine--tRNA ligase
OGCOPLJJ_00352	CDS	135				hypothetical protein
OGCOPLJJ_00353	CDS	2835				hypothetical protein
OGCOPLJJ_00354	CDS	717	rstA		COG0745	Transcriptional regulatory protein RstA
OGCOPLJJ_00355	CDS	1650	sasA	2.7.-.-		Adaptive-response sensory-kinase SasA
OGCOPLJJ_00356	CDS	354				hypothetical protein
OGCOPLJJ_00357	CDS	1422				hypothetical protein
OGCOPLJJ_00358	CDS	552	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic
