locus_tag	ftype	length_bp	gene	EC_number	COG	product
PPIPMGKO_00061	CDS	1185	dhaT_2	1.1.1.202	COG1454	1,3-propanediol dehydrogenase
PPIPMGKO_00062	CDS	1386	plaP_2		COG0531	Low-affinity putrescine importer PlaP
PPIPMGKO_00063	CDS	561	fldP_2			Flavodoxin FldP
PPIPMGKO_00064	CDS	381	yybR_2		COG1733	putative HTH-type transcriptional regulator YybR
PPIPMGKO_00065	CDS	474	trmL_2	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
PPIPMGKO_00066	CDS	1374	cysG_2		COG0007	Siroheme synthase
PPIPMGKO_00067	CDS	1272	serS_2	6.1.1.11	COG0172	Serine--tRNA ligase
PPIPMGKO_00068	CDS	789				hypothetical protein
PPIPMGKO_00069	CDS	696	lolA_2		COG2834	Outer-membrane lipoprotein carrier protein
PPIPMGKO_00070	CDS	258	rpmA_2		COG0211	50S ribosomal protein L27
PPIPMGKO_00071	CDS	312	rplU_2		COG0261	50S ribosomal protein L21
PPIPMGKO_00072	CDS	978	sdsA_2	2.5.1.84		All-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific)
PPIPMGKO_00073	CDS	2061				hypothetical protein
PPIPMGKO_00074	CDS	627				hypothetical protein
PPIPMGKO_00075	CDS	1131	mexA_2			Multidrug resistance protein MexA
PPIPMGKO_00076	CDS	3177	mexB_2		COG0841	Multidrug resistance protein MexB
PPIPMGKO_00077	CDS	1455	oprM_2		COG1538	Outer membrane protein OprM
PPIPMGKO_00078	CDS	351				hypothetical protein
PPIPMGKO_00079	CDS	435				hypothetical protein
PPIPMGKO_00080	CDS	435				hypothetical protein
PPIPMGKO_00081	CDS	807	hcaB_2	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
PPIPMGKO_00082	CDS	678				hypothetical protein
PPIPMGKO_00083	CDS	2880	valS_2	6.1.1.9	COG0525	Valine--tRNA ligase
PPIPMGKO_00084	CDS	408				hypothetical protein
PPIPMGKO_00085	CDS	582				hypothetical protein
PPIPMGKO_00086	CDS	1206	epsF_1		COG1459	Type II secretion system protein F
PPIPMGKO_00087	CDS	2229	priA	3.6.4.-	COG1198	Primosomal protein N'
PPIPMGKO_00088	CDS	1842	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
PPIPMGKO_00089	CDS	876	hslO		COG1281	33 kDa chaperonin
PPIPMGKO_00090	CDS	612	leuE_1		COG1280	Leucine efflux protein
PPIPMGKO_00091	CDS	957	cbpA		COG2214	Curved DNA-binding protein
PPIPMGKO_00092	CDS	330	cbpM			Chaperone modulatory protein CbpM
PPIPMGKO_00093	CDS	1212				hypothetical protein
PPIPMGKO_00094	CDS	2094	pnp	2.7.7.8		Polyribonucleotide nucleotidyltransferase
PPIPMGKO_00095	CDS	270	rpsO		COG0184	30S ribosomal protein S15
PPIPMGKO_00096	CDS	1299	amiE	3.5.1.28		N-acetylmuramyl-L-alanine amidase
PPIPMGKO_00097	CDS	1764	recD	3.1.11.5		RecBCD enzyme subunit RecD
PPIPMGKO_00098	CDS	3699	recB	3.1.11.5		RecBCD enzyme subunit RecB
PPIPMGKO_00099	CDS	3636	recC	3.1.11.5	COG1330	RecBCD enzyme subunit RecC
PPIPMGKO_00100	CDS	507				hypothetical protein
PPIPMGKO_00101	CDS	1419	pap	2.7.4.-	COG2326	Polyphosphate:AMP phosphotransferase
PPIPMGKO_00102	CDS	708				hypothetical protein
PPIPMGKO_00103	CDS	948	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
PPIPMGKO_00104	CDS	669	ubiJ			Ubiquinone biosynthesis accessory factor UbiJ
PPIPMGKO_00105	CDS	1620	ubiB_1	2.7.-.-	COG0661	putative protein kinase UbiB
PPIPMGKO_00106	CDS	438				hypothetical protein
PPIPMGKO_00107	CDS	753				hypothetical protein
PPIPMGKO_00108	CDS	774	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
PPIPMGKO_00109	CDS	1503	rep_1	3.6.4.12		ATP-dependent DNA helicase Rep
PPIPMGKO_00110	CDS	1383				hypothetical protein
PPIPMGKO_00111	CDS	2838	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
PPIPMGKO_00112	CDS	369	mnhC1		COG1006	Na(+)/H(+) antiporter subunit C1
PPIPMGKO_00113	CDS	1812	mrpD		COG0651	Na(+)/H(+) antiporter subunit D
PPIPMGKO_00114	CDS	528	mnhE1		COG1863	Na(+)/H(+) antiporter subunit E1
PPIPMGKO_00115	CDS	276	mrpF		COG2212	Na(+)/H(+) antiporter subunit F
PPIPMGKO_00116	CDS	405	mrpG		COG1320	Na(+)/H(+) antiporter subunit G
PPIPMGKO_00117	CDS	402	rbfA		COG0858	30S ribosome-binding factor
PPIPMGKO_00118	CDS	2700	infB		COG0532	Translation initiation factor IF-2
PPIPMGKO_00119	CDS	1485	nusA		COG0195	Transcription termination/antitermination protein NusA
PPIPMGKO_00120	CDS	525	rimP		COG0779	Ribosome maturation factor RimP
PPIPMGKO_00121	tRNA	77				tRNA-Met(cat)
PPIPMGKO_00122	tRNA	77				tRNA-Met(cat)
PPIPMGKO_00123	tRNA	85				tRNA-Leu(gag)
PPIPMGKO_00124	CDS	330	secG		COG1314	Protein-export membrane protein SecG
PPIPMGKO_00125	CDS	795	tpiA	5.3.1.1		Triosephosphate isomerase
PPIPMGKO_00126	CDS	1713	epsE_1		COG2804	Type II secretion system protein E
PPIPMGKO_00127	CDS	1227	epsF_2		COG1459	Type II secretion system protein F
PPIPMGKO_00128	CDS	861	outO			Type 4 prepilin-like proteins leader peptide-processing enzyme
PPIPMGKO_00129	CDS	597	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
PPIPMGKO_00130	CDS	915				hypothetical protein
PPIPMGKO_00131	CDS	750	rlmB_1	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
PPIPMGKO_00132	CDS	327	ppnP	2.4.2.2	COG3123	Pyrimidine/purine nucleoside phosphorylase
PPIPMGKO_00133	CDS	1272				hypothetical protein
PPIPMGKO_00134	CDS	1668	recN		COG0497	DNA repair protein RecN
PPIPMGKO_00135	CDS	555				hypothetical protein
PPIPMGKO_00136	CDS	441	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
PPIPMGKO_00137	CDS	1002	aaeA		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
PPIPMGKO_00138	CDS	207				hypothetical protein
PPIPMGKO_00139	CDS	2100	aaeB		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
PPIPMGKO_00140	CDS	774				hypothetical protein
PPIPMGKO_00141	CDS	612				hypothetical protein
PPIPMGKO_00142	CDS	855	ada		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
PPIPMGKO_00143	CDS	588	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
PPIPMGKO_00144	CDS	795				hypothetical protein
PPIPMGKO_00145	CDS	1809	uvrC		COG0322	UvrABC system protein C
PPIPMGKO_00146	CDS	531				hypothetical protein
PPIPMGKO_00147	CDS	555				hypothetical protein
PPIPMGKO_00148	CDS	1335	tig	5.2.1.8	COG0544	Trigger factor
PPIPMGKO_00149	CDS	606	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
PPIPMGKO_00150	CDS	1314	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
PPIPMGKO_00151	CDS	717				hypothetical protein
PPIPMGKO_00152	CDS	555				hypothetical protein
PPIPMGKO_00153	CDS	1527	fumB	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
PPIPMGKO_00154	CDS	2145	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
PPIPMGKO_00155	CDS	1263	ackA	2.7.2.1	COG0282	Acetate kinase
PPIPMGKO_00156	CDS	1854	edd	4.2.1.12	COG0129	Phosphogluconate dehydratase
PPIPMGKO_00157	CDS	621	eda			KHG/KDPG aldolase
PPIPMGKO_00158	CDS	1359	gntT		COG2610	High-affinity gluconate transporter
PPIPMGKO_00159	CDS	513	gntK	2.7.1.12	COG3265	Thermoresistant gluconokinase
PPIPMGKO_00160	CDS	1629	gapN	1.2.1.9	COG1012	NADP-dependent glyceraldehyde-3-phosphate dehydrogenase
PPIPMGKO_00161	CDS	1266	proA	1.2.1.41		Gamma-glutamyl phosphate reductase
PPIPMGKO_00162	CDS	1314	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
PPIPMGKO_00163	CDS	843				hypothetical protein
PPIPMGKO_00164	CDS	1020	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
PPIPMGKO_00165	CDS	2184	prc	3.4.21.102	COG0793	Tail-specific protease
PPIPMGKO_00166	CDS	1287	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
PPIPMGKO_00167	CDS	552				hypothetical protein
PPIPMGKO_00168	CDS	201	iscX		COG2975	Protein IscX
PPIPMGKO_00169	CDS	432	ndk	2.7.4.6		Nucleoside diphosphate kinase
PPIPMGKO_00170	CDS	1233	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
PPIPMGKO_00171	CDS	801	lapB			Lipopolysaccharide assembly protein B
PPIPMGKO_00172	CDS	792	rodZ			Cytoskeleton protein RodZ
PPIPMGKO_00173	CDS	1116	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
PPIPMGKO_00174	CDS	1293	hisS	6.1.1.21		Histidine--tRNA ligase
PPIPMGKO_00175	CDS	699				hypothetical protein
PPIPMGKO_00176	CDS	1146	bamB		COG1520	Outer membrane protein assembly factor BamB
PPIPMGKO_00177	CDS	1410	der		COG1160	GTPase Der
PPIPMGKO_00178	CDS	657				hypothetical protein
PPIPMGKO_00179	CDS	459	secB		COG1952	Protein-export protein SecB
PPIPMGKO_00180	CDS	258	grxC		COG0695	Glutaredoxin 3
PPIPMGKO_00181	CDS	417	yibN		COG0607	putative protein YibN
PPIPMGKO_00182	CDS	1059	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
PPIPMGKO_00183	CDS	567	orn	3.1.-.-	COG1949	Oligoribonuclease
PPIPMGKO_00184	CDS	732				hypothetical protein
PPIPMGKO_00185	CDS	804	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
PPIPMGKO_00186	CDS	1407	tdeA		COG1538	Toxin and drug export protein A
PPIPMGKO_00187	CDS	1995	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
PPIPMGKO_00188	CDS	1338	macA		COG0845	Macrolide export protein MacA
PPIPMGKO_00189	CDS	990	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
PPIPMGKO_00190	CDS	510	lptE			LPS-assembly lipoprotein LptE
PPIPMGKO_00191	CDS	2625	leuS	6.1.1.4		Leucine--tRNA ligase
PPIPMGKO_00192	CDS	330				hypothetical protein
PPIPMGKO_00193	CDS	1725	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
PPIPMGKO_00194	CDS	492	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
PPIPMGKO_00195	CDS	1017	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
PPIPMGKO_00196	CDS	2055			COG2200	putative signaling protein
PPIPMGKO_00197	CDS	564				hypothetical protein
PPIPMGKO_00198	CDS	1125	sbmA_1		COG1133	Peptide antibiotic transporter SbmA
PPIPMGKO_00199	CDS	1236	tdcB_1	4.3.1.19	COG1171	L-threonine ammonia-lyase
PPIPMGKO_00200	CDS	936				hypothetical protein
PPIPMGKO_00201	CDS	1476	alsT_1		COG1115	Amino-acid carrier protein AlsT
PPIPMGKO_00202	CDS	204				hypothetical protein
PPIPMGKO_00203	CDS	705	cnbA_1	1.7.1.16		Chloronitrobenzene nitroreductase
PPIPMGKO_00204	CDS	1215	bcr_1			Bicyclomycin resistance protein
PPIPMGKO_00205	CDS	2079	yccS_1		COG1289	Inner membrane protein YccS
PPIPMGKO_00206	CDS	576				hypothetical protein
PPIPMGKO_00207	CDS	2547				hypothetical protein
PPIPMGKO_00208	CDS	786				hypothetical protein
PPIPMGKO_00209	tRNA	76				tRNA-Val(tac)
PPIPMGKO_00210	tRNA	77				tRNA-Asp(gtc)
PPIPMGKO_00211	tRNA	76				tRNA-Val(tac)
PPIPMGKO_00212	tRNA	77				tRNA-Asp(gtc)
PPIPMGKO_00213	tRNA	77				tRNA-Asp(gtc)
PPIPMGKO_00214	tRNA	76				tRNA-Val(tac)
PPIPMGKO_00215	CDS	504				hypothetical protein
PPIPMGKO_00216	CDS	369	ybaN_1		COG2832	Inner membrane protein YbaN
PPIPMGKO_00217	CDS	909				hypothetical protein
PPIPMGKO_00218	CDS	141				hypothetical protein
PPIPMGKO_00219	CDS	1137	dapE_1	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
PPIPMGKO_00220	CDS	465				hypothetical protein
PPIPMGKO_00221	CDS	4521	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
PPIPMGKO_00222	CDS	2079				hypothetical protein
PPIPMGKO_00223	CDS	537				hypothetical protein
PPIPMGKO_00224	CDS	363	pleD_1			Response regulator PleD
PPIPMGKO_00225	CDS	384	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
PPIPMGKO_00226	CDS	384	phoP_2		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
PPIPMGKO_00227	CDS	363	pleD_2			Response regulator PleD
PPIPMGKO_00228	CDS	537				hypothetical protein
PPIPMGKO_00229	CDS	2079				hypothetical protein
PPIPMGKO_00230	CDS	4521	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
PPIPMGKO_00231	CDS	465				hypothetical protein
PPIPMGKO_00232	CDS	1137	dapE_2	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
PPIPMGKO_00233	CDS	141				hypothetical protein
PPIPMGKO_00234	CDS	909				hypothetical protein
PPIPMGKO_00235	CDS	369	ybaN_2		COG2832	Inner membrane protein YbaN
PPIPMGKO_00236	CDS	504				hypothetical protein
PPIPMGKO_00237	tRNA	76				tRNA-Val(tac)
PPIPMGKO_00238	tRNA	77				tRNA-Asp(gtc)
PPIPMGKO_00239	tRNA	77				tRNA-Asp(gtc)
PPIPMGKO_00240	tRNA	76				tRNA-Val(tac)
PPIPMGKO_00241	tRNA	77				tRNA-Asp(gtc)
PPIPMGKO_00242	tRNA	76				tRNA-Val(tac)
PPIPMGKO_00243	CDS	786				hypothetical protein
PPIPMGKO_00244	CDS	2547				hypothetical protein
PPIPMGKO_00245	CDS	576				hypothetical protein
PPIPMGKO_00246	CDS	2079	yccS_2		COG1289	Inner membrane protein YccS
PPIPMGKO_00247	CDS	1215	bcr_2			Bicyclomycin resistance protein
PPIPMGKO_00248	CDS	705	cnbA_2	1.7.1.16		Chloronitrobenzene nitroreductase
PPIPMGKO_00249	CDS	204				hypothetical protein
PPIPMGKO_00250	CDS	1476	alsT_2		COG1115	Amino-acid carrier protein AlsT
PPIPMGKO_00251	CDS	936				hypothetical protein
PPIPMGKO_00252	CDS	1236	tdcB_2	4.3.1.19	COG1171	L-threonine ammonia-lyase
PPIPMGKO_00253	CDS	1125	sbmA_2		COG1133	Peptide antibiotic transporter SbmA
PPIPMGKO_00254	CDS	1284	nrdB_1	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
PPIPMGKO_00255	CDS	135				hypothetical protein
PPIPMGKO_00256	CDS	2835				hypothetical protein
PPIPMGKO_00257	CDS	717	rstA_1		COG0745	Transcriptional regulatory protein RstA
PPIPMGKO_00258	CDS	1650	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
PPIPMGKO_00259	CDS	354				hypothetical protein
PPIPMGKO_00260	CDS	1422				hypothetical protein
PPIPMGKO_00261	CDS	552	ndhC_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic
PPIPMGKO_00262	CDS	678	nuoB_1	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
PPIPMGKO_00263	CDS	1788	nuoC_1	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit C/D
PPIPMGKO_00264	CDS	510	nuoE_1	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit E
PPIPMGKO_00265	CDS	1332	nuoF_1	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
PPIPMGKO_00266	CDS	2685	nuoG_1	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit G
PPIPMGKO_00267	CDS	1017	nuoH_1	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
PPIPMGKO_00268	CDS	543	nuoI_1	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
PPIPMGKO_00269	CDS	522	nuoJ_1	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
PPIPMGKO_00270	CDS	309	nuoK_1	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
PPIPMGKO_00271	CDS	1890	nuoL_1	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
PPIPMGKO_00272	CDS	1599	nuoM_1	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
PPIPMGKO_00273	CDS	1497	nuoN_1	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
PPIPMGKO_00274	CDS	636	upp_1	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
PPIPMGKO_00275	CDS	294				hypothetical protein
PPIPMGKO_00276	CDS	888	cmpR_1			HTH-type transcriptional activator CmpR
PPIPMGKO_00277	CDS	762	fpr_1	1.18.1.2	COG1018	Flavodoxin/ferredoxin--NADP reductase
PPIPMGKO_00278	CDS	423				hypothetical protein
PPIPMGKO_00279	CDS	423				hypothetical protein
PPIPMGKO_00280	CDS	762	fpr_2	1.18.1.2	COG1018	Flavodoxin/ferredoxin--NADP reductase
PPIPMGKO_00281	CDS	888	cmpR_2			HTH-type transcriptional activator CmpR
PPIPMGKO_00282	CDS	294				hypothetical protein
PPIPMGKO_00283	CDS	636	upp_2	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
PPIPMGKO_00284	CDS	1497	nuoN_2	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
PPIPMGKO_00285	CDS	1599	nuoM_2	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
PPIPMGKO_00286	CDS	1890	nuoL_2	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
PPIPMGKO_00287	CDS	309	nuoK_2	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
PPIPMGKO_00288	CDS	522	nuoJ_2	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
PPIPMGKO_00289	CDS	543	nuoI_2	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
PPIPMGKO_00290	CDS	1017	nuoH_2	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
PPIPMGKO_00291	CDS	2685	nuoG_2	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit G
PPIPMGKO_00292	CDS	1332	nuoF_2	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
PPIPMGKO_00293	CDS	510	nuoE_2	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit E
PPIPMGKO_00294	CDS	1788	nuoC_2	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit C/D
PPIPMGKO_00295	CDS	678	nuoB_2	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
PPIPMGKO_00296	CDS	552	ndhC_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic
PPIPMGKO_00297	CDS	1422				hypothetical protein
PPIPMGKO_00298	CDS	354				hypothetical protein
PPIPMGKO_00299	CDS	1650	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
PPIPMGKO_00300	CDS	717	rstA_2		COG0745	Transcriptional regulatory protein RstA
PPIPMGKO_00301	CDS	2835				hypothetical protein
PPIPMGKO_00302	CDS	135				hypothetical protein
PPIPMGKO_00303	CDS	1284	nrdB_2	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
PPIPMGKO_00304	CDS	171				hypothetical protein
PPIPMGKO_00305	CDS	813				hypothetical protein
PPIPMGKO_00306	CDS	879	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
PPIPMGKO_00307	CDS	777	fucA	4.1.2.17		L-fuculose phosphate aldolase
PPIPMGKO_00308	CDS	1434	gabR_1		COG1167	HTH-type transcriptional regulatory protein GabR
PPIPMGKO_00309	CDS	1488	comM		COG0606	Competence protein ComM
PPIPMGKO_00310	CDS	228	ubiK			Ubiquinone biosynthesis accessory factor UbiK
PPIPMGKO_00311	CDS	339	glnK		COG0347	Nitrogen regulatory protein P-II 2
PPIPMGKO_00312	CDS	1398	amtB_1			Ammonia channel
PPIPMGKO_00313	CDS	459	nrdR		COG1327	Transcriptional repressor NrdR
PPIPMGKO_00314	CDS	1086	ribD		COG0117	Riboflavin biosynthesis protein RibD
PPIPMGKO_00315	CDS	1293				hypothetical protein
PPIPMGKO_00316	CDS	660	ribE	2.5.1.9		Riboflavin synthase
PPIPMGKO_00317	CDS	219				hypothetical protein
PPIPMGKO_00318	CDS	636				hypothetical protein
PPIPMGKO_00319	CDS	408				hypothetical protein
PPIPMGKO_00320	CDS	1449	pepA	3.4.11.10		cytosol aminopeptidase
PPIPMGKO_00321	CDS	1101	lptF		COG0795	Lipopolysaccharide export system permease protein LptF
PPIPMGKO_00322	CDS	1071	lptG		COG0795	Lipopolysaccharide export system permease protein LptG
PPIPMGKO_00323	CDS	1548	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
PPIPMGKO_00324	CDS	1185		3.4.21.-		putative CtpA-like serine protease
PPIPMGKO_00325	CDS	1422	atoC		COG2204	Regulatory protein AtoC
